1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES,,,,,,,,,,,,,,,,,
2167,New Jersey,NJ,3,H8NJ03156,,John ,Adler,"Adler, John ",,D,"18,130",100.00%,,,"166,390",52.08%,,,,,,,,,,,,,,,,,,,,,,
2168,New Jersey,NJ,3,n/a,,,,,Party Votes:,D,"18,130",,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,New Jersey,NJ,3,H8NJ03172,,Chris,Myers,"Myers, Chris",,R,"12,694",49.36%,,,"153,122",47.92%,,,,,,,,,,,,,,,,,,,,,,
2170,New Jersey,NJ,3,H8NJ03164,,John P.,Kelly,"Kelly, John P.",,R,"6,531",25.39%,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,New Jersey,NJ,3,H8NJ03180,,Justin Michael,Murphy,"Murphy, Justin Michael",,R,"6,494",25.25%,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,New Jersey,NJ,3,n/a,,,,,Party Votes:,R,"25,719",,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,New Jersey,NJ,3,n/a,,,,,District Votes:,,"43,849",,,,"319,512",,,,,,,,,,,,,,,,,,,,,,,
2174,New Jersey,NJ,4,H8NJ04014,(I),Christopher H. ,Smith,"Smith, Christopher H. ",,R,"16,818",100.00%,,,"202,972",66.21%,,,,,,,,,,,,,,,,,,,,,,
2175,New Jersey,NJ,4,n/a,,,,,Party Votes:,R,"16,818",,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,New Jersey,NJ,4,H8NJ04147,,Joshua M.,Zeitz,"Zeitz, Joshua M.",,D,"13,114",100.00%,,,"100,036",32.63%,,,,,,,,,,,,,,,,,,,,,,
2177,New Jersey,NJ,4,n/a,,,,,Party Votes:,D,"13,114",,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,New Jersey,NJ,4,H8NJ04154,,Steven ,Welzer,"Welzer, Steven ",,GRE,n/a,,,,"3,543",1.16%,,,,,,,,,,,,,,,,,,,,,,
2179,New Jersey,NJ,4,n/a,,,,,District Votes:,,"29,932",,,,"306,551",,,,,,,,,,,,,,,,,,,,,,,
2180,New Jersey,NJ,5,H8NJ05094,(I),Scott,Garrett,"Garrett, Scott",,R,"19,914",100.00%,,,"172,653",55.87%,,,,,,,,,,,,,,,,,,,,,,
2181,New Jersey,NJ,5,n/a,,,,,Party Votes:,R,"19,914",,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,New Jersey,NJ,5,H8NJ05094,,Dennis ,Shulman ,"Shulman , Dennis ",,D,"9,390",61.11%,,,"131,033",42.40%,,,,,,,,,,,,,,,,,,,,,,
2183,New Jersey,NJ,5,H6NJ05155,,Camile M,Abate,"Abate, Camile M",,D,"4,861",31.64%,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,New Jersey,NJ,5,H2NJ02060,,Roger,Bacon,"Bacon, Roger",,D,"1,114",7.25%,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,New Jersey,NJ,5,n/a,,,,,Party Votes:,D,"15,365",,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,New Jersey,NJ,5,H8NJ05102,,Ed,Fanning,"Fanning, Ed",,GRE,n/a,,,,"5,321",1.72%,,,,,,,,,,,,,,,,,,,,,,
2187,New Jersey,NJ,5,n/a,,,,,District Votes:,,"35,279",,,,"309,007",,,,,,,,,,,,,,,,,,,,,,,
2188,New Jersey,NJ,6,H8NJ03073,(I),"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",,D,"18,609",100.00%,,,"164,077",66.95%,,,,,,,,,,,,,,,,,,,,,,
2189,New Jersey,NJ,6,n/a,,,,,Party Votes:,D,"18,609",,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,New Jersey,NJ,6,H8NJ06142,,Robert E.,McLeod,"McLeod, Robert E.",,R,"3,698",55.14%,,,"77,469",31.61%,,,,,,,,,,,,,,,,,,,,,,
2191,New Jersey,NJ,6,H2NJ06111,,Peter ,Cerrato,"Cerrato, Peter ",,R,"1,946",29.02%,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,New Jersey,NJ,6,H8NJ06134,,James P.,Hogan,"Hogan, James P.",,R,"1,062",15.84%,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,New Jersey,NJ,6,n/a,,,,,Party Votes:,R,"6,706",,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,New Jersey,NJ,6,H6NJ06211,,Herb,Tarbous,"Tarbous, Herb",,RIN,n/a,,,,"3,531",1.44%,,,,,,,,,,,,,,,,,,,,,,
2195,New Jersey,NJ,6,n/a,,,,,District Votes:,,"25,315",,,,"245,077",,,,,,,,,,,,,,,,,,,,,,,
2196,New Jersey,NJ,7,H6NJ07128,,Linda,Stender,"Stender, Linda",,D,"15,776",100.00%,,,"124,818",42.22%,,,,,,,,,,,,,,,,,,,,,,
2197,New Jersey,NJ,7,n/a,,,,,Party Votes:,D,"15,776",,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,New Jersey,NJ,7,H6NJ12136,,Leonard,Lance,"Lance, Leonard",,R,"10,094",39.47%,,,"148,461",50.22%,,,,,,,,,,,,,,,,,,,,,,
2199,New Jersey,NJ,7,H8NJ07090,,Kate ,Whitman,"Whitman, Kate ",,R,"5,052",19.75%,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,New Jersey,NJ,7,H8NJ07132,,P. Kelly ,Hatfield,"Hatfield, P. Kelly ",,R,"3,902",15.26%,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,New Jersey,NJ,7,H8NJ07108,,Martin ,Marks,"Marks, Martin ",,R,"3,211",12.55%,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,New Jersey,NJ,7,H8NJ07140,,Tom,Roughneen,"Roughneen, Tom",,R,"1,845",7.21%,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,New Jersey,NJ,7,H8NJ07080,,Darren ,Young ,"Young , Darren ",,R,"1,232",4.82%,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,New Jersey,NJ,7,H4NJ07073,,A.D. ,Amar,"Amar, A.D. ",,R,241,0.94%,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,New Jersey,NJ,7,n/a,,,,,Party Votes:,R,"25,577",,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,New Jersey,NJ,7,H8NJ07132,,Michael P.,Hsing,"Hsing, Michael P.",,HFC,n/a,,,,"16,419",5.55%,,,,,,,,,,,,,,,,,,,,,,
2207,New Jersey,NJ,7,H8NJ07165,,Dean ,Greco,"Greco, Dean ",,ADB,n/a,,,,"3,259",1.10%,,,,,,,,,,,,,,,,,,,,,,
2208,New Jersey,NJ,7,H6NJ07136,,Thomas D.,Abrams,"Abrams, Thomas D.",,PNW,n/a,,,,"2,671",0.90%,,,,,,,,,,,,,,,,,,,,,,
2209,New Jersey,NJ,7,n/a,,,,,District Votes:,,"41,353",,,,"295,628",,,,,,,,,,,,,,,,,,,,,,,
2210,New Jersey,NJ,8,H6NJ08118,(I),"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",,D,"19,948",100.00%,,,"159,279",71.11%,,,,,,,,,,,,,,,,,,,,,,
2211,New Jersey,NJ,8,n/a,,,,,Party Votes:,D,"19,948",,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,New Jersey,NJ,8,H8NJ08056,,Roland ,Straten,"Straten, Roland ",,R,"5,859",100.00%,,,"63,107",28.17%,,,,,,,,,,,,,,,,,,,,,,
2213,New Jersey,NJ,8,n/a,,,,,Party Votes:,R,"5,859",,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,New Jersey,NJ,8,H8NJ08064,,Derek,DeMarco,"DeMarco, Derek",,LBT,n/a,,,,"1,600",0.71%,,,,,,,,,,,,,,,,,,,,,,
2215,New Jersey,NJ,8,n/a,,,,,District Votes:,,"25,807",,,,"223,986",,,,,,,,,,,,,,,,,,,,,,,
2216,New Jersey,NJ,9,H6NJ09165,(I),Steven R. ,Rothman,"Rothman, Steven R. ",,D,"25,418",100.00%,,,"151,182",67.53%,,,,,,,,,,,,,,,,,,,,,,
2217,New Jersey,NJ,9,n/a,,,,,Party Votes:,D,"25,418",,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,New Jersey,NJ,9,H6NJ09215,,Vincent ,Micco,"Micco, Vincent ",,R,"5,797",100.00%,,,"69,503",31.04%,,,,,,,,,,,,,,,,,,,,,,
2219,New Jersey,NJ,9,n/a,,,,,Party Votes:,R,"5,797",,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,New Jersey,NJ,9,H8NJ09112,,Michael,"Perrone, Jr.","Perrone, Jr., Michael",,IPR,n/a,,,,"3,200",1.43%,,,,,,,,,,,,,,,,,,,,,,
2221,New Jersey,NJ,9,n/a,,,,,District Votes:,,"31,215",,,,"223,885",,,,,,,,,,,,,,,,,,,,,,,
2222,New Jersey,NJ,10,H0NJ10026,(I),Donald M. ,Payne,"Payne, Donald M. ",,D,"30,764",100.00%,,,"169,945",98.92%,,,,,,,,,,,,,,,,,,,,,,
2223,New Jersey,NJ,10,n/a,,,,,Party Votes:,D,"30,764",,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,New Jersey,NJ,10,H8NJ10128,,Michael,Taber,"Taber, Michael",,SWP,n/a,,,,"1,848",1.08%,,,,,,,,,,,,,,,,,,,,,,
2225,New Jersey,NJ,10,n/a,,,,,District Votes:,,"30,764",,,,"171,793",,,,,,,,,,,,,,,,,,,,,,,
2226,New Jersey,NJ,11,H2NJ05014,(I),Rodney,Frelinghuysen,"Frelinghuysen, Rodney",,R,"24,304",86.69%,,,"189,696",61.84%,,,,,,,,,,,,,,,,,,,,,,
2227,New Jersey,NJ,11,H8NJ11126,,Kate,Erber,"Erber, Kate",,R,"3,731",13.31%,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,New Jersey,NJ,11,n/a,,,,,Party Votes:,R,"28,035",,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,New Jersey,NJ,11,H6NJ11112,,Tom,Wyka,"Wyka, Tom",,D,"10,885",69.72%,,,"113,510",37.01%,,,,,,,,,,,,,,,,,,,,,,
2230,New Jersey,NJ,11,H8NJ11092,,Ellen,Greenberg,"Greenberg, Ellen",,D,"2,456",15.73%,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,New Jersey,NJ,11,H8NJ11118,,"Gary Harry""""""ary ""H""""r""",Hager,"Hager, Gary Harry""""""ager"," """,,D,"2,271",14.55%,,,,,,,,,,,,,,,,,,,,,,,,,
2232,New Jersey,NJ,11,n/a,,,,,Party Votes:,D,"15,612",,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,New Jersey,NJ,11,H8NJ11100,,Chandler,Tedholm,"Tedholm, Chandler",,FTP,n/a,,,,"3,526",1.15%,,,,,,,,,,,,,,,,,,,,,,
2234,New Jersey,NJ,11,n/a,,,,,District Votes:,,"43,647",,,,"306,732",,,,,,,,,,,,,,,,,,,,,,,
2235,New Jersey,NJ,12,H6NJ12144,(I),Rush,Holt,"Holt, Rush",,D,"23,653",100.00%,,,"193,732",63.12%,,,,,,,,,,,,,,,,,,,,,,
2236,New Jersey,NJ,12,n/a,,,,,Party Votes:,D,"23,653",,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,New Jersey,NJ,12,H8NJ12074,,Alan R. ,Bateman ,"Bateman , Alan R. ",,R,"9,718",100.00%,,,"108,400",35.32%,,,,,,,,,,,,,,,,,,,,,,
2238,New Jersey,NJ,12,n/a,,,,,Party Votes:,R,"9,718",,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,New Jersey,NJ,12,H8NJ12082,,David,Corsi,"Corsi, David",,CMS,n/a,,,,"4,802",1.56%,,,,,,,,,,,,,,,,,,,,,,
2240,New Jersey,NJ,12,n/a,,,,,District Votes:,,"33,371",,,,"306,934",,,,,,,,,,,,,,,,,,,,,,,
2241,New Jersey,NJ,13,H6NJ13191,(I),Albio,Sires,"Sires, Albio",,D,"26,527",100.00%,,,"120,382",75.36%,,,,,,,,,,,,,,,,,,,,,,
2242,New Jersey,NJ,13,n/a,,,,,Party Votes:,D,"26,527",,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,New Jersey,NJ,13,H8NJ13106,,Joseph,Turula,"Turula, Joseph",,R,"1,739",100.00%,,,"34,735",21.74%,,,,,,,,,,,,,,,,,,,,,,
2244,New Jersey,NJ,13,n/a,,,,,Party Votes:,R,"1,739",,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,New Jersey,NJ,13,H8NJ13114,,Julio A.,Fernandez,"Fernandez, Julio A.",,NSP,n/a,,,,"3,661",2.29%,,,,,,,,,,,,,,,,,,,,,,
2246,New Jersey,NJ,13,H8NJ13122,,Louis,Vernotico,"Vernotico, Louis",,ETP,n/a,,,,975,0.61%,,,,,,,,,,,,,,,,,,,,,,
2247,New Jersey,NJ,13,n/a,,,,,District Votes:,,"28,266",,,,"159,753",,,,,,,,,,,,,,,,,,,,,,,
2248,New Jersey,NJ,H,n/a,,,,,Total House Votes:,,"449,125",,,,"3,437,980",,,,,,,,,,,,,,,,,,,,,,,
2249,New Jersey,NJ,S,S2NJ00080,(I),Frank,Lautenberg,"Lautenberg, Frank",,D,"203,012",58.92%,,,"1,951,218",56.03%,,,,,,,,,,,,,,,,,,,,,,
2250,New Jersey,NJ,S,S8NJ00392,,Robert E.,Andrews,"Andrews, Robert E.",,D,"121,777",35.35%,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,New Jersey,NJ,S,S2NJ00114,,Donald ,Cresitello,"Cresitello, Donald ",,D ,"19,743",5.73%,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,New Jersey,NJ,S,n/a,,,,,Party Votes:,D ,"344,532",,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,New Jersey,NJ,S,S6NJ00131,,Dick,Zimmer,"Zimmer, Dick",,R,"84,663",45.82%,,,"1,461,025",41.95%,,,,,,,,,,,,,,,,,,,,,,
2254,New Jersey,NJ,S,S8NJ00384,,Joseph ,Pennacchio,"Pennacchio, Joseph ",,R,"74,546",40.34%,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,New Jersey,NJ,S,S8NJ00285,,Murray ,Sabrin,"Sabrin, Murray ",,R,"25,576",13.84%,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,New Jersey,NJ,S,n/a,,,,,Party Votes:,R,"184,785",,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,New Jersey,NJ,S,S8NJ00434,,Jason,Scheurer,"Scheurer, Jason",,LBT,n/a,,,,"18,810",0.54%,,,,,,,,,,,,,,,,,,,,,,
2258,New Jersey,NJ,S,S8NJ00145,,J. M.,Carter,"Carter, J. M.",,GWT,n/a,,,,"15,935",0.46%,,,,,,,,,,,,,,,,,,,,,,
2259,New Jersey,NJ,S,S6NJ00313,,Daryl Mikell,Brooks,"Brooks, Daryl Mikell",,PPC,n/a,,,,"15,925",0.46%,,,,,,,,,,,,,,,,,,,,,,
2260,New Jersey,NJ,S,S8NJ00418,,Jeffrey,Boss,"Boss, Jeffrey",,BFS,n/a,,,,"10,345",0.30%,,,,,,,,,,,,,,,,,,,,,,
2261,New Jersey,NJ,S,S8NJ00426,,Sara J.,Lobman,"Lobman, Sara J.",,SWP,n/a,,,,"9,187",0.26%,,,,,,,,,,,,,,,,,,,,,,
2262,New Jersey,NJ,S,n/a,,,,,Total Senate Votes:,,"529,317",,,,"3,482,445",,,,,,,,,,,,,,,,,,,,,,,
2263,New Mexico,NM,1,H8NM01224,,Martin T. ,Heinrich,"Heinrich, Martin T. ",,D,"22,341",43.51%,,,"166,271",55.65%,,,,,,,,,,,,,,,,,,,,,,
2264,New Mexico,NM,1,H8NM01315,,Rebecca D. ,Vigil-Giron,"Vigil-Giron, Rebecca D. ",,D,"12,660",24.66%,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,New Mexico,NM,1,H8NM01257,,Michelle Lujan,Grisham,"Grisham, Michelle Lujan",,D,"12,074",23.51%,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,New Mexico,NM,1,H8NM01299,,Robert L. ,Pidcock,"Pidcock, Robert L. ",,D,"4,273",8.32%,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,New Mexico,NM,1,n/a,,,,,Party Votes:,D,"51,348",,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,New Mexico,NM,1,H8NM01273,,Darren ,White,"White, Darren ",,R,"37,060",81.80%,,,"132,485",44.35%,,,,,,,,,,,,,,,,,,,,,,
2269,New Mexico,NM,1,H8NM01281,,Joseph J. ,Carraro,"Carraro, Joseph J. ",,R,"8,246",18.20%,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,New Mexico,NM,1,n/a,,,,,Party Votes:,R,"45,306",,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,New Mexico,NM,1,n/a,,,,,District Votes:,,"96,654",,,,"298,756",,,,,,,,,,,,,,,,,,,,,,,
2272,New Mexico,NM,2,H8NM02032,,Harry ,Teague,"Teague, Harry ",,D,"20,281",52.17%,,,"129,572",55.96%,,,,,,,,,,,,,,,,,,,,,,
2273,New Mexico,NM,2,H8NM02024,,Bill,McCamley,"McCamley, Bill",,D,"18,597",47.83%,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,New Mexico,NM,2,n/a,,,,,Party Votes:,D,"38,878",,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,New Mexico,NM,2,H2NM02134,,Edward R. ,Tinsley,"Tinsley, Edward R. ",,R,"11,510",31.60%,,,"101,980",44.04%,,,,,,,,,,,,,,,,,,,,,,
2276,New Mexico,NM,2,H8NM02073,,Monty ,Newman,"Newman, Monty ",,R,"7,486",20.56%,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,New Mexico,NM,2,H8NM02065,,Aubrey ,Dunn,"Dunn, Aubrey ",,R,"7,341",20.16%,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,New Mexico,NM,2,H6NM02077,,Greg ,Sowards,"Sowards, Greg ",,R,"6,468",17.76%,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,New Mexico,NM,2,H2NM02118,,C. Earl ,Greer,"Greer, C. Earl ",,R,"3,614",9.92%,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,New Mexico,NM,2,n/a,,,,,Party Votes:,R,"36,419",,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,New Mexico,NM,2,n/a,,,,,District Votes:,,"75,297",,,,"231,552",,,,,,,,,,,,,,,,,,,,,,,
2282,New Mexico,NM,3,H8NM03196,,Ben R. ,Lujan,"Lujan, Ben R. ",,D,"26,775",41.53%,,,"161,292",56.74%,,,,,,,,,,,,,,,,,,,,,,
2283,New Mexico,NM,3,H8NM03162,,Don,Wiviott,"Wiviott, Don",,D,"16,497",25.59%,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,New Mexico,NM,3,H8NM03204,,"Benny J., Jr.",Shendo,"Shendo, Benny J., Jr.",,D,"10,148",15.74%,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,New Mexico,NM,3,H8NM03170,,Harry B. ,Montoya,"Montoya, Harry B. ",,D,"7,234",11.22%,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,New Mexico,NM,3,H8NM01240,,Jon ,Adams,"Adams, Jon ",,D,"1,979",3.07%,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,New Mexico,NM,3,H8NM03188,,Rudy ,Martin,"Martin, Rudy ",,D,"1,845",2.86%,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,New Mexico,NM,3,n/a,,,,,Party Votes:,D,"64,478",,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,New Mexico,NM,3,H8NM03212,,Daniel K.,East,"East, Daniel K.",,R,"14,767",53.90%,,,"86,618",30.47%,,,,,,,,,,,,,,,,,,,,,,
2290,New Mexico,NM,3,H8NM03220,,Marco E. ,Gonzales,"Gonzales, Marco E. ",,R,"12,632",46.10%,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,New Mexico,NM,3,n/a,,,,,Party Votes:,R,"27,399",,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,New Mexico,NM,3,H8NM03030,,Carol,Miller,"Miller, Carol",,I,n/a,,,,"36,348",12.79%,,,,,,,,,,,,,,,,,,,,,,
2293,New Mexico,NM,3,n/a,,,,,District Votes:,,"91,877",,,,"284,258",,,,,,,,,,,,,,,,,,,,,,,
2294,New Mexico,NM,H,n/a,,,,,Total House Votes:,,"263,828",,,,"814,566",,,,,,,,,,,,,,,,,,,,,,,
2295,New Mexico,NM,S,S8NM00184,,Tom,Udall,"Udall, Tom",,D,"141,629",100.00%,,,"505,128",61.33%,,,,,,,,,,,,,,,,,,,,,,
2296,New Mexico,NM,S,n/a,,,,,Party Votes:,D,"141,629",,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,New Mexico,NM,S,S0NM00041,,Stevan E.,Pearce,"Pearce, Stevan E.",,R,"57,953",51.29%,,,"318,522",38.67%,,,,,,,,,,,,,,,,,,,,,,
2298,New Mexico,NM,S,S8NM00168,,Heather A.,Wilson,"Wilson, Heather A.",,R,"55,039",48.71%,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,New Mexico,NM,S,n/a,,,,,Party Votes:,R,"112,992",,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,New Mexico,NM,S,n/a,,,,,Total Senate Votes:,,"254,621",,,,"823,650",,,,,,,,,,,,,,,,,,,,,,,
2301,New York,NY,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,D,Unopposed,,,,"141,727",51.05%,,,"162,083",58.38%,,,,,,,,,,,,,,,,,,
2302,New York,NY,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,IDP,Unopposed,,,,"12,919",4.65%,,,"162,083",58.38%,,,,,,,,,,,,,,,,,,
2303,New York,NY,1,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,WF,Unopposed,,,,"7,437",2.68%,,,"162,083",58.38%,,,,,,,,,,,,,,,,,,
2304,New York,NY,1,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",,R,Unopposed,,,,"100,036",36.03%,,,"115,545",41.62%,,,,,,,,,,,,,,,,,,
2305,New York,NY,1,H8NY01148,,Lee M.,Zeldin,"Zeldin, Lee M.",,CRV,Unopposed,,,,"15,509",5.59%,,,"115,545",41.62%,,,,,,,,,,,,,,,,,,
2306,New York,NY,1,,,,,Scattered,,W,,,,,13,0.00%,,,,,,,,,,,,,,,,,,,,,,
2307,New York,NY,1,n/a,,,,,District Votes:,,,,,,"277,641",,,,,,,,,,,,,,,,,,,,,,,
2308,New York,NY,2,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,D,Unopposed,,,,"143,759",59.67%,,,"161,279",66.94%,,,,,,,,,,,,,,,,,,
2309,New York,NY,2,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,IDP,Unopposed,,,,"11,900",4.94%,,,"161,279",66.94%,,,,,,,,,,,,,,,,,,
2310,New York,NY,2,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,WF,Unopposed,,,,"5,620",2.33%,,,"161,279",66.94%,,,,,,,,,,,,,,,,,,
2311,New York,NY,2,H8NY02062,,Frank J.,Stalzer,"Stalzer, Frank J.",,R,Unopposed,,,,"70,145",29.11%,,,"79,641",33.06%,,,,,,,,,,,,,,,,,,
2312,New York,NY,2,H8NY02062,,Frank J.,Stalzer,"Stalzer, Frank J.",,CRV,Unopposed,,,,"9,496",3.94%,,,"79,641",33.06%,,,,,,,,,,,,,,,,,,
2313,New York,NY,2,,,,Scattered,Scattered,,W,,,,,12,0.00%,,,,,,,,,,,,,,,,,,,,,,
2314,New York,NY,2,n/a,,,,,District Votes:,,,,,,"240,932",,,,,,,,,,,,,,,,,,,,,,,
2315,New York,NY,3,H2NY03089,(I),Peter T.,King,"King, Peter T.",,IDP,Unopposed,,,,"10,447",3.86%,,,"172,774",63.92%,,,,,,,,,,,,,,,,,,
2316,New York,NY,3,H2NY03089,(I),Peter T.,King,"King, Peter T.",,CRV,Unopposed,,,,"12,983",4.80%,,,"172,774",63.92%,,,,,,,,,,,,,,,,,,
2317,New York,NY,3,H2NY03089,(I),Peter T.,King,"King, Peter T.",,R,"6,847",88.42%,,,"149,344",55.25%,,,"172,774",63.92%,,,,,,,,,,,,,,,,,,
2318,New York,NY,3,H8NY03045,,Robert,Previdi,"Previdi, Robert",,R,897,11.58%,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,New York,NY,3,n/a,,,,,Party Votes:,R,"7,744",,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,New York,NY,3,H8NY03144,,Graham E.,Long,"Long, Graham E.",,D,Unopposed,,,,"93,481",34.58%,,,"97,525",36.08%,,,,,,,,,,,,,,,,,,
2321,New York,NY,3,H8NY03144,,Graham E.,Long,"Long, Graham E.",,WF,Unopposed,,,,"4,044",1.50%,,,"97,525",36.08%,,,,,,,,,,,,,,,,,,
2322,New York,NY,3,,,,Scattered,Scattered,,W,,,,,4,0.00%,,,,,,,,,,,,,,,,,,,,,,
2323,New York,NY,3,n/a,,,,,District Votes:,,"7,744",,,,"270,303",,,,,,,,,,,,,,,,,,,,,,,
2324,New York,NY,4,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,D,Unopposed,,,,"151,792",59.23%,,,"164,028",64.01%,,,,,,,,,,,,,,,,,,
2325,New York,NY,4,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,IDP,Unopposed,,,,"7,318",2.86%,,,"164,028",64.01%,,,,,,,,,,,,,,,,,,
2326,New York,NY,4,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,WF,Unopposed,,,,"4,918",1.92%,,,"164,028",64.01%,,,,,,,,,,,,,,,,,,
2327,New York,NY,4,H8NY04076,,Jack M.,Martins,"Martins, Jack M.",,R,Unopposed,,,,"84,444",32.95%,,,"92,242",35.99%,,,,,,,,,,,,,,,,,,
2328,New York,NY,4,H8NY04076,,Jack M.,Martins,"Martins, Jack M.",,CRV,Unopposed,,,,"7,798",3.04%,,,"92,242",35.99%,,,,,,,,,,,,,,,,,,
2329,New York,NY,4,,,,Scattered,Scattered,,W,,,,,1,0.00%,,,,,,,,,,,,,,,,,,,,,,
2330,New York,NY,4,n/a,,,,,District Votes:,,,,,,"256,271",,,,,,,,,,,,,,,,,,,,,,,
2331,New York,NY,5,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,D,Unopposed,,,,"105,836",66.66%,,,"112,724",70.99%,,,,,,,,,,,,,,,,,,
2332,New York,NY,5,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,IDP,Unopposed,,,,"4,084",2.57%,,,"112,724",70.99%,,,,,,,,,,,,,,,,,,
2333,New York,NY,5,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,WF,Unopposed,,,,"2,804",1.77%,,,"112,724",70.99%,,,,,,,,,,,,,,,,,,
2334,New York,NY,5,H8NY05099,,Elizabeth,Berney,"Berney, Elizabeth",,R,Unopposed,,,,"43,039",27.11%,,,,,,,,,,,,,,,,,,,,,,
2335,New York,NY,5,H4NY05064,,Jun,Policarpio,"Policarpio, Jun",,CRV,Unopposed,,,,"3,010",1.90%,,,,,,,,,,,,,,,,,,,,,,
