#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
256,California,CA,11,H4CA11081,,Gerald (Jerry) M.,McNerney,"McNerney, Gerald (Jerry) M.",,W(D)/D,"1,667",100.00%,,,"103,587",38.77%,,,
257,California,CA,11,,,,,,Party Votes:,D,"1,667",,,,,,,,
258,California,CA,11,,,,,,District Votes:,,"66,713",,,,"267,169",,,,
259,California,CA,12,H0CA11022,(I),Tom ,Lantos,"Lantos, Tom ",,D,"63,323",73.53%,,,"171,852",68.03%,,,
260,California,CA,12,H4CA12055,,Ro,Khanna,"Khanna, Ro",,D,"17,107",19.87%,,,,,,,
261,California,CA,12,H2CA12158,,Maad,Abu-Ghazalah,"Abu-Ghazalah, Maad",,D,"5,678",6.59%,,,,,,,
262,California,CA,12,,,Norma Bureau,Elias,"Elias, Norma Bureau",,W(D),5,0.01%,,,,,,,
263,California,CA,12,,,,,,Party Votes:,D,"86,113",,,,,,,,
264,California,CA,12,H4CA05075,,Mike,Garza,"Garza, Mike",,R,"13,967",55.47%,,,"52,593",20.82%,,,
265,California,CA,12,H4CA12063,,Christopher,Huskins,"Huskins, Christopher",,R,"11,214",44.53%,,,,,,,
266,California,CA,12,,,,,,Party Votes:,R,"25,181",,,,,,,,
267,California,CA,12,H4CA12071,,Pat,Gray,"Gray, Pat",,GRN,"1,072",69.07%,,,"23,038",9.12%,,,
268,California,CA,12,H4CA12089,,Barry ,Hermanson,"Hermanson, Barry ",,GRN,480,30.93%,,,,,,,
269,California,CA,12,,,,,,Party Votes:,GRN,"1,552",,,,,,,,
270,California,CA,12,H4CA12097,,Harland,Harrison,"Harrison, Harland",,LBT,390,100.00%,,,"5,116",2.03%,,,
271,California,CA,12,,,,,,Party Votes:,LBT,390,,,,,,,,
272,California,CA,12,,,,,,District Votes:,,"113,236",,,,"252,599",,,,
273,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,D,"59,726",100.00%,,,"144,605",71.61%,,,
274,California,CA,13,,,,,,Party Votes:,D,"59,726",,,,,,,,
275,California,CA,13,H4CA13079,,George I.,Bruno,"Bruno, George I.",,R,"19,606",100.00%,,,"48,439",23.99%,,,
276,California,CA,13,,,,,,Party Votes:,R,"19,606",,,,,,,,
277,California,CA,13,H2CA13073,,Mark W.,Stroberg,"Stroberg, Mark W.",,LBT,389,100.00%,,,"8,877",4.40%,,,
278,California,CA,13,,,,,,Party Votes:,LBT,389,,,,,,,,
279,California,CA,13,,,,,,District Votes:,,"79,721",,,,"201,921",,,,
280,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,"81,911",100.00%,,,"182,712",69.77%,,,
281,California,CA,14,,,,,,Party Votes:,D,"81,911",,,,,,,,
282,California,CA,14,H8CA14128,,Chris,Haugen,"Haugen, Chris",,R,"33,732",100.00%,,,"69,564",26.56%,,,
283,California,CA,14,,,,,,Party Votes:,R,"33,732",,,,,,,,
284,California,CA,14,H4CA14085,,Brian,Holtz,"Holtz, Brian",,LBT,873,100.00%,,,"9,588",3.66%,,,
285,California,CA,14,,,,,,Party Votes:,LBT,873,,,,,,,,
286,California,CA,14,,,Dennis,Mitrzyk,"Mitrzyk, Dennis",,W,,,,,24,0.01%,,,
287,California,CA,14,,,,,,District Votes:,,"116,516",,,,"261,888",,,,
288,California,CA,15,H0CA15148,(I),Mike,Honda,"Honda, Mike",,D,"58,531",100.00%,,,"154,385",72.03%,,,
289,California,CA,15,,,,,,Party Votes:,D,"58,531",,,,,,,,
290,California,CA,15,H4CA15058,,Raymond L.,Chukwu,"Chukwu, Raymond L.",,R,"26,813",99.47%,,,"59,953",27.97%,,,
291,California,CA,15,,,Peter Sundin,Soule,"Soule, Peter Sundin",,W(R),143,0.53%,,,,,,,
292,California,CA,15,,,,,,Party Votes:,R,"26,956",,,,,,,,
293,California,CA,15,,,,,,District Votes:,,"85,487",,,,"214,338",,,,
294,California,CA,16,H4CA16049,(I),Zoe,Lofgren,"Lofgren, Zoe",,D,"50,254",100.00%,,,"129,222",70.89%,,,
295,California,CA,16,,,,,,Party Votes:,D,"50,254",,,,,,,,
296,California,CA,16,H2CA16084,,Douglas Adams,McNea,"McNea, Douglas Adams",,R,"20,411",100.00%,,,"47,992",26.33%,,,
297,California,CA,16,,,,,,Party Votes:,R,"20,411",,,,,,,,
298,California,CA,16,H4CA15041,,Markus ,Welch,"Welch, Markus ",,LBT,346,100.00%,,,"5,067",2.78%,,,
299,California,CA,16,,,,,,Party Votes:,LBT,346,,,,,,,,
300,California,CA,16,,,,,,District Votes:,,"71,011",,,,"182,281",,,,
301,California,CA,17,H4CA17021,(I),Sam,Farr,"Farr, Sam",,D,"65,809",91.14%,,,"148,958",66.73%,,,
302,California,CA,17,H6CA16069,,Art,Dunn,"Dunn, Art",,D,"6,401",8.86%,,,,,,,
303,California,CA,17,,,,,,Party Votes:,D,"72,210",,,,,,,,
304,California,CA,17,H4CA17260,,Mark,Risley,"Risley, Mark",,R,"23,139",74.91%,,,"65,117",29.17%,,,
305,California,CA,17,H8CA15067,,Connor,Vlakancic,"Vlakancic, Connor",,R,"7,751",25.09%,,,,,,,
306,California,CA,17,,,,,,Party Votes:,R,"30,890",,,,,,,,
307,California,CA,17,H2CA17074,,Ray,Glock-Grueneich,"Glock-Grueneich, Ray",,GRN,"1,656",100.00%,,,"3,645",1.63%,,,
308,California,CA,17,,,,,,Party Votes:,GRN,"1,656",,,,,,,,
309,California,CA,17,H4CA17278,,Joe ,Williams,"Williams, Joe ",,PFP,141,100.00%,,,"2,823",1.26%,,,
310,California,CA,17,,,,,,Party Votes:,PFP,141,,,,,,,,
311,California,CA,17,H4CA17286,,Joel ,Smolen,"Smolen, Joel ",,LBT,482,100.00%,,,"2,607",1.17%,,,
312,California,CA,17,,,,,,Party Votes:,LBT,482,,,,,,,,
313,California,CA,17,,,David Mauricio,Munoz,"Munoz, David Mauricio",,W,,,,,75,0.03%,,,
314,California,CA,17,,,,,,District Votes:,,"105,379",,,,"223,225",,,,
315,California,CA,18,H2CA18056,(I),Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,"39,565",100.00%,,,"103,732",67.49%,,,
316,California,CA,18,,,,,,Party Votes:,D,"39,565",,,,,,,,
317,California,CA,18,H4CA18045,,Charles F.,"Pringle, Sr","Pringle, Charles F., Sr.",,R,"16,913",68.56%,,,"49,973",32.51%,,,
318,California,CA,18,H4CA18052,,Audrey,Redmond,"Redmond, Audrey",,R,"7,756",31.44%,,,,,,,
319,California,CA,18,,,,,,Party Votes:,R,"24,669",,,,,,,,
320,California,CA,18,,,,,,District Votes:,,"64,234",,,,"153,705",,,,
321,California,CA,19,H2CA19054,(I),George,Radanovich,"Radanovich, George",,R,"65,050",100.00%,,,"155,354",66.03%,,,
322,California,CA,19,,,,,,Party Votes:,R,"65,050",,,,,,,,
323,California,CA,19,H4CA19076,,James Lex,Bufford,"Bufford, James Lex",,D,"39,637",100.00%,,,"64,047",27.22%,,,
324,California,CA,19,,,,,,Party Votes:,D,"39,637",,,,,,,,
325,California,CA,19,H4CA19084,,Larry R.,Mullen,"Mullen, Larry R.",,GRN,540,100.00%,,,"15,863",6.74%,,,
326,California,CA,19,,,,,,Party Votes:,GRN,540,,,,,,,,
327,California,CA,19,,,,,,District Votes:,,"105,227",,,,"235,264",,,,
328,California,CA,20,H4CA20082,,Jim,Costa,"Costa, Jim",,D,"24,338",73.17%,,,"61,005",53.40%,,,
329,California,CA,20,H0CA20074,,Lisa,Quigley,"Quigley, Lisa",,D,"8,925",26.83%,,,,,,,
330,California,CA,20,,,,,,Party Votes:,D,"33,263",,,,,,,,
331,California,CA,20,H4CA20108,,Roy,Ashburn,"Ashburn, Roy",,R,"15,394",79.65%,,,"53,231",46.60%,,,
332,California,CA,20,H4CA20116,,Gino L.,Martorana,"Martorana, Gino L.",,R,"3,934",20.35%,,,,,,,
333,California,CA,20,,,,,,Party Votes:,R,"19,328",,,,,,,,
334,California,CA,20,,,,,,District Votes:,,"52,591",,,,"114,236",,,,
335,California,CA,21,H8CA20059,(I),Devin G.,Nunes,"Nunes, Devin G.",,R,"59,510",100.00%,,,"140,721",73.17%,,,
336,California,CA,21,,,,,,Party Votes:,R,"59,510",,,,,,,,
337,California,CA,21,H4CA21064,,Fred B.,Davis,"Davis, Fred B.",,D,"32,271",100.00%,,,"51,594",26.83%,,,
338,California,CA,21,,,,,,Party Votes:,D,"32,271",,,,,,,,
339,California,CA,21,,,,,,District Votes:,,"91,781",,,,"192,315",,,,
340,California,CA,22,H8CA18020,(I),Bill,Thomas,"Thomas, Bill",,R,"78,809",100.00%,,,"209,384",100.00%,,,
341,California,CA,22,,,,,,Party Votes:,R,"78,809",,,,,,,,
342,California,CA,22,,,,,,District Votes:,,"78,809",,,,"209,384",,,,
343,California,CA,23,H8CA22089,(I),Lois,Capps,"Capps, Lois",,D,"64,202",100.00%,,,"153,980",63.03%,,,
344,California,CA,23,,,,,,Party Votes:,D,"64,202",,,,,,,,
345,California,CA,23,H2CA22116,,Don,Regan,"Regan, Don",,R,"43,738",100.00%,,,"83,926",34.35%,,,
346,California,CA,23,,,,,,Party Votes:,R,"43,738",,,,,,,,
347,California,CA,23,H4CA23136,,Michael,Favorite,"Favorite, Michael",,LBT,490,100.00%,,,"6,391",2.62%,,,
348,California,CA,23,,,,,,Party Votes:,LBT,490,,,,,,,,
349,California,CA,23,,,,,,District Votes:,,"108,430",,,,"244,297",,,,
350,California,CA,24,H6CA21028,(I),Elton,Gallegly,"Gallegly, Elton",,R,"78,839",100.00%,,,"178,660",62.82%,,,
351,California,CA,24,,,,,,Party Votes:,R,"78,839",,,,,,,,
352,California,CA,24,H4CA24118,,Brett,Wagner,"Wagner, Brett",,D,"47,259",100.00%,,,"96,397",33.90%,,,
353,California,CA,24,,,,,,Party Votes:,D,"47,259",,,,,,,,
354,California,CA,24,H4CA24126,,Stuart A.,Bechman,"Bechman, Stuart A.",,GRN,723,100.00%,,,"9,321",3.28%,,,
355,California,CA,24,,,,,,Party Votes:,GRN,723,,,,,,,,
356,California,CA,24,,,,,,District Votes:,,"126,821",,,,"284,378",,,,
357,California,CA,25,H2CA25036,(I),"Howard P. Buck""""""oward""",McKeon,"McKeon, Howard P. Buck""""""cKeon""",,R,"47,727",100.00%,,,"145,575",64.42%,,,
358,California,CA,25,,,,,,Party Votes:,R,"47,727",,,,,,,,
359,California,CA,25,H4CA25099,,"Fred Tim""""""red """,Willoughby,"Willoughby, Fred Tim""""""illo""",,D,"15,714",56.09%,,,"80,395",35.58%,,,
360,California,CA,25,H6CA40234,,Bob,Conaway,"Conaway, Bob",,D,"12,303",43.91%,,,,,,,
361,California,CA,25,,,,,,Party Votes:,D,"28,017",,,,,,,,
362,California,CA,25,,,,,,District Votes:,,"75,744",,,,"225,970",,,,
363,California,CA,26,H8CA35032,(I),David,Dreier,"Dreier, David",,R,"53,368",83.56%,,,"134,596",53.58%,,,
364,California,CA,26,H4CA26113,,S. Sonny,Sardo,"Sardo, S. Sonny",,R,"10,502",16.44%,,,,,,,
365,California,CA,26,,,,,,Party Votes:,R,"63,870",,,,,,,,
366,California,CA,26,H4CA26097,,Cynthia M.,Matthews,"Matthews, Cynthia M.",,D,"21,365",61.86%,,,"107,522",42.80%,,,
367,California,CA,26,H4CA26105,,Vicki Lynn,Johnson,"Johnson, Vicki Lynn",,D,"13,171",38.14%,,,,,,,
368,California,CA,26,,,,,,Party Votes:,D,"34,536",,,,,,,,
369,California,CA,26,H4CA28083,,Randall,Weissbuch,"Weissbuch, Randall",,LBT,340,100.00%,,,"9,089",3.62%,,,
370,California,CA,26,,,,,,Party Votes:,LBT,340,,,,,,,,
371,California,CA,26,,,,,,District Votes:,,"98,746",,,,"251,207",,,,
372,California,CA,27,H6CA24113,(I),Brad,Sherman,"Sherman, Brad",,D,"40,350",100.00%,,,"125,296",62.27%,,,
373,California,CA,27,,,,,,Party Votes:,D,"40,350",,,,,,,,
374,California,CA,27,H2CA27180,,Robert M. ,Levy,"Levy, Robert M. ",,R,"24,883",100.00%,,,"66,946",33.27%,,,
375,California,CA,27,,,,,,Party Votes:,R,"24,883",,,,,,,,
376,California,CA,27,H4CA27103,,Eric J.,Carter,"Carter, Eric J.",,GRN,335,100.00%,,,"8,956",4.45%,,,
377,California,CA,27,,,,,,Party Votes:,GRN,335,,,,,,,,
378,California,CA,27,,,,,,District Votes:,,"65,568",,,,"201,198",,,,
379,California,CA,28,H2CA26026,(I),Howard L.,Berman,"Berman, Howard L.",,D,"33,702",81.90%,,,"115,303",70.95%,,,
380,California,CA,28,H4CA28069,,Charles R.,"Coleman, Jr.","Coleman, Charles R., Jr.",,D,"7,448",18.10%,,,,,,,
381,California,CA,28,,,,,,Party Votes:,D,"41,150",,,,,,,,
382,California,CA,28,H2CA28097,,David,Hernandez,"Hernandez, David",,R,"11,409",100.00%,,,"37,868",23.30%,,,
383,California,CA,28,,,,,,Party Votes:,R,"11,409",,,,,,,,
384,California,CA,28,H2CA28105,,Kelley L.,Ross,"Ross, Kelley L.",,LBT,217,100.00%,,,"9,339",5.75%,,,
385,California,CA,28,,,,,,Party Votes:,LBT,217,,,,,,,,
386,California,CA,28,,,,,,District Votes:,,"52,776",,,,"162,510",,,,
387,California,CA,29,H0CA27085,(I),Adam B.,Schiff,"Schiff, Adam B.",,D,"40,699",100.00%,,,"133,670",64.63%,,,
388,California,CA,29,,,,,,Party Votes:,D,"40,699",,,,,,,,
389,California,CA,29,H4CA29091,,Harry Frank,Scolinos,"Scolinos, Harry Frank",,R,"17,077",58.52%,,,"62,871",30.40%,,,
390,California,CA,29,H4CA29109,,William J.,Bodell,"Bodell, William J.",,R,"8,238",28.23%,,,,,,,
391,California,CA,29,H4CA27095,,Reza,Torchizy,"Torchizy, Reza",,R,"3,864",13.24%,,,,,,,
392,California,CA,29,,,,,,Party Votes:,R,"29,179",,,,,,,,
393,California,CA,29,H4CA29117,,Philip,Koebel,"Koebel, Philip",,GRN,421,100.00%,,,"5,715",2.76%,,,
394,California,CA,29,,,,,,Party Votes:,GRN,421,,,,,,,,
395,California,CA,29,H6CA25086,,Ted,Brown,"Brown, Ted",,LBT,289,100.00%,,,"4,570",2.21%,,,
396,California,CA,29,,,,,,Party Votes:,LBT,289,,,,,,,,
397,California,CA,29,,,John Christopher,Burton,"Burton, John Christopher",,W,,,,,6,0.00%,,,
398,California,CA,29,,,,,,District Votes:,,"70,588",,,,"206,832",,,,
399,California,CA,30,H6CA24048,(I),Henry A.,Waxman,"Waxman, Henry A.",,D,"78,362",100.00%,,,"216,682",71.24%,,,
400,California,CA,30,,,,,,Party Votes:,D,"78,362",,,,,,,,
401,California,CA,30,H4CA30073,,Victor,Elizalde,"Elizalde, Victor",,R,"29,018",100.00%,,,"87,465",28.76%,,,
402,California,CA,30,,,,,,Party Votes:,R,"29,018",,,,,,,,
403,California,CA,30,,,,,,District Votes:,,"107,380",,,,"304,147",,,,
404,California,CA,31,H2CA30143,(I),Xavier,Becerra,"Becerra, Xavier",,D,"26,308",89.45%,,,"89,363",80.21%,,,
405,California,CA,31,H0CA32085,,Mervin Leon,Evans,"Evans, Mervin Leon",,D,"3,103",10.55%,,,,,,,
406,California,CA,31,,,,,,Party Votes:,D,"29,411",,,,,,,,
407,California,CA,31,H2CA31083,,Luis,Vega,"Vega, Luis",,R,"5,634",100.00%,,,"22,048",19.79%,,,
408,California,CA,31,,,,,,Party Votes:,R,"5,634",,,,,,,,
409,California,CA,31,,,,,,District Votes:,,"35,045",,,,"111,411",,,,
410,California,CA,32,H0CA31087,(I),Hilda L.,Solis,"Solis, Hilda L.",,D,"28,948",100.00%,,,"119,144",85.01%,,,
411,California,CA,32,,,,,,Party Votes:,D,"28,948",,,,,,,,
412,California,CA,32,H4CA32095,,Leland,Faegre,"Faegre, Leland",,LBT,91,100.00%,,,"21,002",14.99%,,,
413,California,CA,32,,,,,,Party Votes:,LBT,91,,,,,,,,
414,California,CA,32,,,,,,District Votes:,,"29,039",,,,"140,146",,,,
415,California,CA,33,H2CA32099,(I),Diane E.,Watson,"Watson, Diane E.",,D,"53,376",100.00%,,,"166,801",88.58%,,,
416,California,CA,33,,,,,,Party Votes:,D,"53,376",,,,,,,,
417,California,CA,33,H4CA33077,,Robert G.,"Weber, Jr.","Weber, Robert G., Jr.",,LBT,178,100.00%,,,"21,513",11.42%,,,
418,California,CA,33,,,,,,Party Votes:,LBT,178,,,,,,,,
419,California,CA,33,,,,,,District Votes:,,"53,554",,,,"188,314",,,,
420,California,CA,34,H2CA33048,(I),Lucille,Royball-Allard,"Royball-Allard, Lucille",,D,"22,593",100.00%,,,"82,282",74.49%,,,
421,California,CA,34,,,,,,Party Votes:,D,"22,593",,,,,,,,
422,California,CA,34,H8CA33235,,Wayne ,Miller,"Miller, Wayne ",,R,"7,683",100.00%,,,"28,175",25.51%,,,
423,California,CA,34,,,,,,Party Votes:,R,"7,683",,,,,,,,
424,California,CA,34,,,,,,District Votes:,,"30,276",,,,"110,457",,,,
425,California,CA,35,H4CA23011,(I),Maxine,Waters,"Waters, Maxine",,D,"41,452",100.00%,,,"125,949",80.53%,,,
426,California,CA,35,,,,,,Party Votes:,D,"41,452",,,,,,,,
427,California,CA,35,H2CA35092,,Ross,Moen,"Moen, Ross",,R,"7,573",100.00%,,,"23,591",15.08%,,,
428,California,CA,35,,,,,,Party Votes:,R,"7,573",,,,,,,,
429,California,CA,35,H6CA35093,,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,300,100.00%,,,"3,440",2.20%,,,
430,California,CA,35,,,,,,Party Votes:,AIP,300,,,,,,,,
431,California,CA,35,H2CA33113,,Charles,Tate,"Tate, Charles",,LBT,96,100.00%,,,"3,427",2.19%,,,
432,California,CA,35,,,,,,Party Votes:,LBT,96,,,,,,,,
433,California,CA,35,,,,,,District Votes:,,"49,421",,,,"156,407",,,,
434,California,CA,36,H2CA27107,(I),Jane,Harman,"Harman, Jane",,D,"48,524",100.00%,,,"151,208",61.96%,,,
435,California,CA,36,,,,,,Party Votes:,D,"48,524",,,,,,,,
436,California,CA,36,H4CA36096,,Paul ,Whitehead,"Whitehead, Paul ",,R,"13,081",42.92%,,,"81,666",33.46%,,,
437,California,CA,36,H2CA36215,,Gloria E.,Davis,"Davis, Gloria E.",,R,"9,430",30.94%,,,,,,,
438,California,CA,36,H4CA36088,,Lee,Leslie,"Leslie, Lee",,R,"7,966",26.14%,,,,,,,
439,California,CA,36,,,,,,Party Votes:,R,"30,477",,,,,,,,
440,California,CA,36,H4CA36112,,Alice,Stek,"Stek, Alice",,PFP,124,100.00%,,,"6,105",2.50%,,,
441,California,CA,36,,,,,,Party Votes:,PFP,124,,,,,,,,
442,California,CA,36,H4CA36104,,Mike,Binkley,"Binkley, Mike",,LBT,456,100.00%,,,"5,065",2.08%,,,
443,California,CA,36,,,,,,Party Votes:,LBT,456,,,,,,,,
444,California,CA,36,,,,,,District Votes:,,"79,581",,,,"244,044",,,,
445,California,CA,37,H6CA37222,(I),Juanita,Millender-McDonald,"Millender-McDonald, Juanita",,D,"27,047",64.94%,,,"118,823",75.05%,,,
446,California,CA,37,H4CA37060,,Albert,Robles,"Robles, Albert",,D,"7,800",18.73%,,,,,,,
447,California,CA,37,H2CA38062,,Peter,Mathews,"Mathews, Peter",,D,"6,802",16.33%,,,,,,,
448,California,CA,37,,,,,,Party Votes:,D,"41,649",,,,,,,,
449,California,CA,37,H0CA37118,,Vernon,Van,"Van, Vernon",,R,"10,172",100.00%,,,"31,960",20.19%,,,
450,California,CA,37,,,,,,Party Votes:,R,"10,172",,,,,,,,
451,California,CA,37,H2CA37254,,Herb,Peters,"Peters, Herb",,LBT,180,100.00%,,,"7,535",4.76%,,,
452,California,CA,37,,,,,,Party Votes:,LBT,180,,,,,,,,
453,California,CA,37,,,,,,District Votes:,,"52,001",,,,"158,318",,,,
454,California,CA,38,H8CA34068,(I),Grace Flores,Napolitano,"Napolitano, Grace Flores",,D,"26,632",78.90%,,,"116,851",100.00%,,,
455,California,CA,38,H4CA38084,,Michael J.,Manzo,"Manzo, Michael J.",,D,"7,122",21.10%,,,,,,,
456,California,CA,38,,,,,,Party Votes:,D,"33,754",,,,,,,,
457,California,CA,38,,,,,,District Votes:,,"33,754",,,,"116,851",,,,
458,California,CA,39,H2CA39078,(I),Linda T.,Sanchez,"Sanchez, Linda T.",,D,"30,424",100.00%,,,"100,132",60.70%,,,
459,California,CA,39,,,,,,Party Votes:,D,"30,424",,,,,,,,
460,California,CA,39,H2CA39102,,Tim,Escobar,"Escobar, Tim",,R,"18,227",100.00%,,,"64,832",39.30%,,,
461,California,CA,39,,,,,,Party Votes:,R,"18,227",,,,,,,,
462,California,CA,39,,,,,,District Votes:,,"48,651",,,,"164,964",,,,
463,California,CA,40,H6CA39020,(I),Ed,Royce,"Royce, Ed",,R,"61,464",100.00%,,,"147,617",67.93%,,,
464,California,CA,40,,,,,,Party Votes:,R,"61,464",,,,,,,,
465,California,CA,40,H4CA40072,,J. Tilman,Williams,"Williams, J. Tilman",,D,"17,294",51.72%,,,"69,684",32.07%,,,
466,California,CA,40,H8CA47011,,Christina,Avalos,"Avalos, Christina",,D,"16,144",48.28%,,,,,,,
467,California,CA,40,,,,,,Party Votes:,D,"33,438",,,,,,,,
468,California,CA,40,,,,,,District Votes:,,"94,902",,,,"217,301",,,,
469,California,CA,41,H8CA37079,(I),Jerry,Lewis,"Lewis, Jerry",,R,"63,453",100.00%,,,"181,605",82.95%,,,
470,California,CA,41,,,,,,Party Votes:,R,"63,453",,,,,,,,
471,California,CA,41,H4CA41112,,Peymon,Mottahedek,"Mottahedek, Peymon",,LBT,424,100.00%,,,"37,332",17.05%,,,
472,California,CA,41,,,,,,Party Votes:,LBT,424,,,,,,,,
473,California,CA,41,,,"Henry Hank"" F."," Jr.""""enry ""Hank"" F""""nry ""Ha""""ry""",Ramey,"Ramey, Henry Hank"" F."," Jr.""""amey"," Henry """"""""",,W(D),30,100.00%,,,,
474,California,CA,41,,,,,,Party Votes:,D,30,,,,,,,,
475,California,CA,41,,,,,,District Votes:,,"63,907",,,,"218,937",,,,
476,California,CA,42,H8CA41063,(I),Gary G.,Miller,"Miller, Gary G.",,R,"65,558",100.00%,,,"167,632",68.14%,,,
477,California,CA,42,,,,,,Party Votes:,R,"65,558",,,,,,,,
478,California,CA,42,H4CA42052,,Lewis,Myers,"Myers, Lewis",,D,"29,583",100.00%,,,"78,393",31.86%,,,
479,California,CA,42,,,,,,Party Votes:,D,"29,583",,,,,,,,
480,California,CA,42,,,,,,District Votes:,,"95,141",,,,"246,025",,,,
481,California,CA,43,H6CA42099,(I),Joe,Baca,"Baca, Joe",,D,"27,769",100.00%,,,"86,830",66.37%,,,
482,California,CA,43,,,,,,Party Votes:,D,"27,769",,,,,,,,
483,California,CA,43,H4CA43069,,Ed,Laning,"Laning, Ed",,R,"13,599",100.00%,,,"44,004",33.63%,,,
484,California,CA,43,,,,,,Party Votes:,R,"13,599",,,,,,,,
485,California,CA,43,,,,,,District Votes:,,"41,368",,,,"130,834",,,,
486,California,CA,44,H2CA37023,(I),Ken,Calvert,"Calvert, Ken",,R,"49,107",85.79%,,,"138,768",61.64%,,,
487,California,CA,44,H4CA44132,,David J.,Rizzo,"Rizzo, David J.",,R,"8,132",14.21%,,,,,,,
488,California,CA,44,,,,,,Party Votes:,R,"57,239",,,,,,,,
489,California,CA,44,H2CA44128,,Louis ,Vandenberg,"Vandenberg, Louis ",,D,"33,140",100.00%,,,"78,796",35.00%,,,
490,California,CA,44,,,,,,Party Votes:,D,"33,140",,,,,,,,
491,California,CA,44,H4CA44140,,Kevin,Akin,"Akin, Kevin",,PFP,103,100.00%,,,"7,559",3.36%,,,
492,California,CA,44,,,,,,Party Votes:,PFP,103,,,,,,,,
493,California,CA,44,,,,,,District Votes:,,"90,482",,,,"225,123",,,,
494,California,CA,45,H8CA44034,(I),Mary,Bono,"Bono, Mary",,R,"51,429",85.93%,,,"153,523",66.61%,,,
495,California,CA,45,H0CA44122,,John,Barker,"Barker, John",,R,"8,422",14.07%,,,,,,,
496,California,CA,45,,,,,,Party Votes:,R,"59,851",,,,,,,,
497,California,CA,45,H4CA45071,,Richard J.,Meyer,"Meyer, Richard J.",,D,"27,117",70.81%,,,"76,967",33.39%,,,
498,California,CA,45,H4CA45055,,Dennis,Lockhart,"Lockhart, Dennis",,D,"11,168",29.16%,,,,,,,
499,California,CA,45,,,John W.,Thomas,"Thomas, John W.",,W(D),12,0.03%,,,,,,,
500,California,CA,45,,,,,,Party Votes:,D,"38,297",,,,,,,,
501,California,CA,45,,,,,,District Votes:,,"98,148",,,,"230,490",,,,
502,California,CA,46,H8CA42061,(I),Dana,Rohrabacher,"Rohrabacher, Dana",,R,"69,132",83.53%,,,"171,318",61.92%,,,
503,California,CA,46,H6CA27124,,"Robert K. Bob""""""ober""",Dornan,"Dornan, Robert K. Bob""""""orna""",,R,"13,630",16.47%,,,,,,,
504,California,CA,46,,,,,,Party Votes:,R,"82,762",,,,,,,,
505,California,CA,46,H4CA46061,,Jim,Brandt,"Brandt, Jim",,D,"21,408",48.64%,,,"90,129",32.57%,,,
506,California,CA,46,H4CA46087,,Tan D.,Nguyen,"Nguyen, Tan D.",,D,"14,349",32.60%,,,,,,,
507,California,CA,46,H4CA46079,,Paul C.,Wilkins,"Wilkins, Paul C.",,D,"8,252",18.75%,,,,,,,
508,California,CA,46,,,,,,Party Votes:,D,"44,009",,,,,,,,
509,California,CA,46,H4CA46095,,Tom,Lash,"Lash, Tom",,GRN,581,100.00%,,,"10,238",3.70%,,,
510,California,CA,46,,,,,,Party Votes:,GRN,581,,,,,,,,
511,California,CA,46,H0CA39072,,Keith,Gann,"Gann, Keith",,LBT,707,100.00%,,,"5,005",1.81%,,,
512,California,CA,46,,,,,,Party Votes:,LBT,707,,,,,,,,
513,California,CA,46,,,,,,District Votes:,,"128,059",,,,"276,690",,,,
514,California,CA,47,H6CA46033,(I),Loretta,Sanchez,"Sanchez, Loretta",,D,"23,270",100.00%,,,"65,684",60.38%,,,
515,California,CA,47,,,,,,Party Votes:,D,"23,270",,,,,,,,
516,California,CA,47,H2CA46099,,"Alexandria A. Alex""""""lexan""",Coronado,"Coronado, Alexandria A. Alex""""""orona""",,R,"12,061",59.36%,,,"43,099",39.62%,,,
517,California,CA,47,H4CA47051,,Virgel L.,Nickell,"Nickell, Virgel L.",,R,"8,258",40.64%,,,,,,,
518,California,CA,47,,,,,,Party Votes:,R,"20,319",,,,,,,,
519,California,CA,47,,,,,,District Votes:,,"43,589",,,,"108,783",,,,
520,California,CA,48,H8CA40057,(I),Christopher,Cox,"Cox, Christopher",,R,"85,697",100.00%,,,"189,004",64.98%,,,
521,California,CA,48,,,,,,Party Votes:,R,"85,697",,,,,,,,
522,California,CA,48,H0CA47034,,John,Graham,"Graham, John",,D,"39,385",100.00%,,,"93,525",32.15%,,,
523,California,CA,48,,,,,,Party Votes:,D,"39,385",,,,,,,,
524,California,CA,48,H4CA48026,,Bruce,Cohen,"Cohen, Bruce",,LBT,718,100.00%,,,"8,343",2.87%,,,
525,California,CA,48,,,,,,Party Votes:,LBT,718,,,,,,,,
526,California,CA,48,,,,,,District Votes:,,"125,800",,,,"290,872",,,,
527,California,CA,49,H0CA48024,(I),Darrell E.,Issa,"Issa, Darrell E.",,R,"66,710",100.00%,,,"141,658",62.55%,,,
