FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
,CA,06,,,   ,Total District Votes:,,"127,557",,,,"209,563",,,,,
H6CA07043,CA,07,George,Miller,"Miller, George",,D,"50,581",100.00%,,,"97,849",70.71%,,,(I),
,CA,07,,,   ,Total Party Votes:,D,"50,581",,,,,,,,,
H2CA07091,CA,07,Charles R.,Hargrave,"Hargrave, Charles R.",,R,"22,031",100.00%,,,"36,584",26.44%,,,,
,CA,07,,,   ,Total Party Votes:,R,"22,031",,,,,,,,,
H2CA07109,CA,07,Scott A.,Wilson,"Wilson, Scott A.",,LBT,315,100.00%,,,"3,943",2.85%,,,,
,CA,07,,,   ,Total Party Votes:,LBT,315,,,,,,,,,
,CA,07,,,   ,Total District Votes:,,"72,927",,,,"138,376",,,,,
H8CA05035,CA,08,Nancy,Pelosi,"Pelosi, Nancy",,D,"65,949",93.09%,,,"127,684",79.58%,,,(I),
H2CA08081,CA,08,Paul Gregory,McConnell,"McConnell, Paul Gregory",,D,"4,898",6.91%,,,,,,,,
,CA,08,,,   ,Total Party Votes:,D,"70,847",,,,,,,,,
H2CA08099,CA,08,G. Michael,German,"German, G. Michael",,R,"8,489",75.09%,,,"20,063",12.50%,,,,
H2CA08107,CA,08,John,Jenkel,"Jenkel, John",,R,"2,816",24.91%,,,,,,,,
,CA,08,,,   ,Total Party Votes:,R,"11,305",,,,,,,,,
H2CA08115,CA,08,Jay,Pond,"Pond, Jay",,GRN,"2,615",100.00%,,,"10,033",6.25%,,,,
,CA,08,,,   ,Total Party Votes:,GRN,"2,615",,,,,,,,,
H2CA08123,CA,08,Ira,Spivack,"Spivack, Ira",,LBT,406,100.00%,,,"2,659",1.66%,,,,
,CA,08,,,   ,Total Party Votes:,LBT,406,,,,,,,,,
,CA,08,Deborah,Liatos,"Liatos, Deborah",,W,,,,,2,0.00%,,,,
,CA,08,,,   ,Total District Votes:,,"85,173",,,,"160,441",,,,,
H8CA09060,CA,09,Barbara,Lee,"Lee, Barbara",,D,"68,550",84.83%,,,"135,893",81.41%,,,(I),
H2CA09063,CA,09,Kevin A.,Greene,"Greene, Kevin A.",,D,"12,257",15.17%,,,,,,,,
,CA,09,,,   ,Total Party Votes:,D,"80,807",,,,,,,,,
H2CA09089,CA,09,Jerald,Udinsky,"Udinsky, Jerald",,R,"8,106",61.84%,,,"25,333",15.18%,,,,
H2CA09071,CA,09,Hector (Reno),Reyna,"Reyna, Hector (Reno)",,R/W,"5,001",38.16%,,,6,0.00%,,,,
,CA,09,,,   ,Total Party Votes:,R,"13,107",,,,,,,,,
H2CA09097,CA,09,James M.,Eyer,"Eyer, James M.",,LBT,317,100.00%,,,"5,685",3.41%,,,,
,CA,09,,,   ,Total Party Votes:,LBT,317,,,,,,,,,
,CA,09,,,   ,Total District Votes:,,"94,231",,,,"166,917",,,,,
H6CA10088,CA,10,Ellen O.,Tauscher,"Tauscher, Ellen O.",,D,"49,612",83.41%,,,"126,390",75.59%,,,(I),
H2CA10111,CA,10,Kurt,Rasmussen,"Rasmussen, Kurt",,D,"9,867",16.59%,,,,,,,,
,CA,10,,,   ,Total Party Votes:,D,"59,479",,,,,,,,,
H2CA10088,CA,10,Sonia E. Alonso,Harden,"Harden, Sonia E. Alonso",,LBT,456,100.00%,,,"40,807",24.41%,,,,
,CA,10,,,   ,Total Party Votes:,LBT,456, ,,,,,,,,
,CA,10,Gregory W.,Ellis,"Ellis, Gregory W.",,W(R),276,55.53%,,,,,,,,
,CA,10,Anthony,Rodriguez,"Rodriguez, Anthony",,W(R),221,44.47%,,,,,,,,
,CA,10,,,   ,Total Party Votes:,R,497,,,, ,,,,,
,CA,10,,,   ,Total District Votes:,,"60,432",,,,"167,197",,,,,
H2CA11051,CA,11,Richard W.,Pombo,"Pombo, Richard W.",,R,"53,525",87.02%,,,"104,921",60.31%,,,(I),
H2CA11119,CA,11,Thomas A. (Tom),Benigno,"Benigno, Thomas A. (Tom)",,R,"7,982",12.98%,,,,,,,,
,CA,11,,,   ,Total Party Votes:,R,"61,507",,,,,,,,,
H2CA11127,CA,11,Elaine,Shaw,"Shaw, Elaine",,D,"24,738",63.93%,,,"69,035",39.69%,,,,
H8CA11066,CA,11,Robert L.,Figueroa,"Figueroa, Robert L.",,D,"13,956",36.07%,,,,,,,,
,CA,11,,,   ,Total Party Votes:,D,"38,694",,,,,,,,,
,CA,11,,,   ,Total District Votes:,,"100,201",,,,"173,956",,,,,
H0CA11022,CA,12,Tom,Lantos,"Lantos, Tom",,D,"57,536",100.00%,,,"105,597",68.13%,,,(I),
,CA,12,,,   ,Total Party Votes:,D,"57,536",,,,,,,,,
H8CA12148,CA,12,Michael J.,Moloney,"Moloney, Michael J.",,R,"23,276",100.00%,,,"38,381",24.76%,,,,
,CA,12,,,   ,Total Party Votes:,R,"23,276",,,,,,,,,
H2CA12158,CA,12,Maad,Abu-Ghazalah,"Abu-Ghazalah, Maad",,LBT,327,100.00%,,,"11,006",7.10%,,,,
,CA,12,,,   ,Total Party Votes:,LBT,327,,,,,,,,,
,CA,12,,,   ,Total District Votes:,,"81,139",,,,"154,984",,,,,
H6CA09023,CA,13,"Fortney "Pete"""ortne",Stark,"Stark, Fortney "Pete"""tark,",,D,"40,981",100.00%,,,"86,495",71.06%,,,(I),
,CA,13,,,   ,Total Party Votes:,D,"40,981",,,,,,,,,
H2CA13065,CA,13,Syed R.,Mahmood,"Mahmood, Syed R.",,R,"17,772",100.00%,,,"26,852",22.06%,,,,
,CA,13,,,   ,Total Party Votes:,R,"17,772",,,,,,,,,
H2CA13073,CA,13,Mark W.,Stroberg,"Stroberg, Mark W.",,LBT,312,100.00%,,,"3,703",3.04%,,,,
,CA,13,,,   ,Total Party Votes:,LBT,312,,,,,,,,,
H0CA13051,CA,13,Don J.,Grundmann,"Grundmann, Don J.",,AIP,354,100.00%,,,"2,772",2.28%,,,,
,CA,13,,,   ,Total Party Votes:,AIP,354,,,,,,,,,
H2CA13081,CA,13,John J.,Bambey,"Bambey, John J.",,REF,82,100.00%,,,"1,901",1.56%,,,,
,CA,13,,,   ,Total Party Votes:,REF,82,,,,,,,,,
,CA,13,,,   ,Total District Votes:,,"59,501",,,,"121,723",,,,,
H8CA12098,CA,14,Anna G.,Eshoo,"Eshoo, Anna G.",,D,"53,132",100.00%,,,"117,055",68.18%,,,(I),
,CA,14,,,   ,Total Party Votes:,D,"53,132",,,,,,,,,
H2CA14113,CA,14,Joe,Nixon,"Nixon, Joe",,R,"32,911",100.00%,,,"48,346",28.16%,,,,
,CA,14,,,   ,Total Party Votes:,R,"32,911",,,,,,,,,
H2CA14121,CA,14,Andrew B.,Carver,"Carver, Andrew B.",,LBT,859,100.00%,,,"6,277",3.66%,,,,
,CA,14,,,   ,Total Party Votes:,LBT,859,,,,,,,,,
,CA,14,,,   ,Total District Votes:,,"86,902",,,,"171,678",,,,,
H0CA15148,CA,15,Mike,Honda,"Honda, Mike",,D,"38,636",100.00%,,,"87,482",65.77%,,,(I),
,CA,15,,,   ,Total Party Votes:,D,"38,636",,,,,,,,,
H2CA16076,CA,15,Linda Rae,Hermann,"Hermann, Linda Rae",,R,"25,853",100.00%,,,"41,251",31.01%,,,,
,CA,15,,,   ,Total Party Votes:,R,"25,853",,,,,,,,,
H2CA15078,CA,15,Jeff,Landauer,"Landauer, Jeff",,LBT,495,100.00%,,,"4,289",3.22%,,,,
,CA,15,,,   ,Total Party Votes:,LBT,495,,,,,,,,,
,CA,15,,,   ,Total District Votes:,,"64,984",,,,"133,022",,,,,
H4CA16049,CA,16,Zoe,Lofgren,"Lofgren, Zoe",,D,"34,247",100.00%,,,"72,370",67.02%,,,(I),
,CA,16,,,   ,Total Party Votes:,D,"34,247",,,,,,,,,
H2CA16084,CA,16,Douglas Adams,McNea,"McNea, Douglas Adams",,R,"19,008",100.00%,,,"32,182",29.80%,,,,
,CA,16,,,   ,Total Party Votes:,R,"19,008", ,,,,,,,,
H0CA16062,CA,16,Dennis Michael,Umphress,"Umphress, Dennis Michael",,LBT,308,100.00%,,,"3,434",3.18%,,,,
,CA,16,,,   ,Total Party Votes:,LBT,308,,,,,,,,,
,CA,16,,,   ,Total District Votes:,,"53,563",,,,"107,986",,,,,
H4CA17021,CA,17,Sam,Farr,"Farr, Sam",,D,"51,251",91.10%,,,"101,632",68.07%,,,(I),
H6CA16069,CA,17,Art,Dunn,"Dunn, Art",,D,"5,008",8.90%,,,,,,,,
,CA,17,,,   ,Total Party Votes:,D,"56,259",,,,,,,,,
H0CA17078,CA,17,Clint,Engler,"Engler, Clint",,R,"21,710",63.17%,,,"40,334",27.02%,,,,
H2CA17066,CA,17,Ignacio,Velazquez,"Velazquez, Ignacio",,R,"12,660",36.83%,,,,,,,,
,CA,17,,,   ,Total Party Votes:,R,"34,370",,,,,,,,,
H2CA17074,CA,17,Ray,Glock-Grueneich,"Glock-Grueneich, Ray",,GRN,"1,950",100.00%,,,"4,885",3.27%,,,,
,CA,17,,,   ,Total Party Votes:,GRN,"1,950",,,,,,,,,
H2CA17082,CA,17,Jascha,Lee,"Lee, Jascha",,LBT,443,100.00%,,,"2,418",1.62%,,,,
,CA,17,,,   ,Total Party Votes:,LBT,443,,,,,,,,,
,CA,17,Alan ,Shugart,"Shugart, Alan ",,W,,,,,27,0.02%,,,,
,CA,17,,,   ,Total District Votes:,,"93,022",,,,"149,296",,,,,
H2CA18056,CA,18,Dennis A.,Cardoza,"Cardoza, Dennis A.",,D,"22,879",53.23%,,,"56,181",51.26%,,,,
H0CA15031,CA,18,Gary A.,Condit,"Condit, Gary A.",,D,"16,618",38.66%,,,,,,,(I),
H2CA18098,CA,18,Ralph L.,White,"White, Ralph L.",,D,"1,344",3.13%,,,,,,,,
H2CA00088,CA,18,"Sukhmander "Sukhi"""ukhman",Singh,"Singh, Sukhmander "Sukhi"""ingh, ",,D,963,2.24%,,,,,,,,
H2CA18072,CA,18,Joseph,Martin,"Martin, Joseph",,D,740,1.72%,,,,,,,,
H2CA18080,CA,18,Elvis ,Pringle,"Pringle, Elvis ",,D,440,1.02%,,,,,,,,
,CA,18,,,   ,Total Party Votes:,D,"42,984",,,,,,,,,
H8CA16024,CA,18,Dick,Monteith,"Monteith, Dick",,R,"16,031",52.89%,,,"47,528",43.37%,,,,
H6CA18081,CA,18,Bill,Conrad,"Conrad, Bill",,R,"9,543",31.49%,,,,,,,,
H2CA18106,CA,18,George R.,House,"House, George R.",,R,"3,885",12.82%,,,,,,,,
H0CA04084,CA,18,Park,Yonker,"Yonker, Park",,R,849,2.80%,,,,,,,,
,CA,18,,,   ,Total Party Votes:,R,"30,308",,,,,,,,,
H2CA18114,CA,18,Kevin H.,Cripe,"Cripe, Kevin H.",,AIP,531,100.00%,,,"3,641",3.32%,,,,
,CA,18,,,   ,Total Party Votes:,AIP,531,,,,,,,,,
H8CA18061,CA,18,Linda,De Groat,"De Groat, Linda",,LBT,179,100.00%,,,"2,194",2.00%,,,,
,CA,18,,,   ,Total Party Votes:,LBT,179,,,,,,,,,
,CA,18,Donna ,Crowder,"Crowder, Donna ",,W,,,,,49,0.04%,,,,
,CA,18,,,   ,Total District Votes:,,"74,002",,,,"109,593",,,,,
H2CA19054,CA,19,George,Radanovich,"Radanovich, George",,R,"61,724",100.00%,,,"106,209",67.31%,,,(I),
,CA,19,,,   ,Total Party Votes:,R,"61,724",,,,,,,,,
H2CA19104,CA,19,John,Veen,"Veen, John",,D,"34,274",100.00%,,,"47,403",30.04%,,,,
,CA,19,,,   ,Total Party Votes:,D,"34,274",,,,,,,,,
H2CA04064,CA,19,Patrick Lee,McHargue,"McHargue, Patrick Lee",,LBT,324,100.00%,,,"4,190",2.66%,,,,
,CA,19,,,   ,Total Party Votes:,LBT,324,,,,,,,,,
,CA,19,,,   ,Total District Votes:,,"96,322",,,,"157,802",,,,,
H0CA17045,CA,20,Cal,Dooley,"Dooley, Cal",,D,"27,422",100.00%,,,"47,627",63.70%,,,(I),
,CA,20,,,   ,Total Party Votes:,D,"27,422",,,,,,,,,
H2CA20060,CA,20,Andre,Minuth,"Minuth, Andre",,R,"8,807",52.56%,,,"25,628",34.28%,,,,
H2CA20078,CA,20,Ricky,Martin,"Martin, Ricky",,R,"7,949",47.44%,,,,,,,,
,CA,20,,,   ,Total Party Votes:,R,"16,756",,,,,,,,,
H2CA20086,CA,20,Varrin,Swearingen,"Swearingen, Varrin",,LBT,102,100.00%,,,"1,515",2.03%,,,,
,CA,20,,,   ,Total Party Votes:,LBT,102,,,,,,,,,
,CA,20,,,   ,Total District Votes:,,"44,280",,,,"74,770",,,,,
H8CA20059,CA,21,Devin,Nunes,"Nunes, Devin",,R,"21,438",37.04%,,,"87,544",70.49%,,,,
H2CA21100,CA,21,Jim,Patterson,"Patterson, Jim",,R,"19,099",33.00%,,,,,,,,
H2CA38187,CA,21,Mike,Briggs,"Briggs, Mike",,R,"14,864",25.68%,,,,,,,,
H2CA21142,CA,21,Tom,Wright,"Wright, Tom",,R,"1,413",2.44%,,,,,,,,
H2CA21134,CA,21,Nathan,Short,"Short, Nathan",,R,436,0.75%,,,,,,,,
H2CA19096,CA,21,Richard ,Morgan,"Morgan, Richard ",,R,369,0.64%,,,,,,,,
H2CA21126,CA,21,Greg,Ingles,"Ingles, Greg",,R,258,0.45%,,,,,,,,
,CA,21,,,   ,Total Party Votes:,R,"57,877",,,,,,,,,
H2CA21118,CA,21,David G.,LaPere,"LaPere, David G.",,D,"24,595",100.00%,,,"32,584",26.24%,,,,
,CA,21,,,   ,Total Party Votes:,D,"24,595",,,,,,,,,
H6CA20129,CA,21,Jonathan,Richter,"Richter, Jonathan",,LBT,188,100.00%,,,"4,070",3.28%,,,,
,CA,21,,,   ,Total Party Votes:,LBT,188,,,,,,,,,
,CA,21,,,   ,Total District Votes:,,"82,660",,,,"124,198",,,,,
H8CA18020,CA,22,Bill ,Thomas,"Thomas, Bill ",,R,"70,738",100.00%,,,"120,473",73.33%,,,(I),
,CA,22,,,   ,Total Party Votes:,R,"70,738",,,,,,,,,
H2CA22124,CA,22,Jaime A.,Corvera,"Corvera, Jaime A.",,D,"29,949",100.00%,,,"38,988",23.73%,,,,
,CA,22,,,   ,Total Party Votes:,D,"29,949",,,,,,,,,
H2CA22132,CA,22,Frank,Coates,"Coates, Frank",,LBT,452,100.00%,,,"4,824",2.94%,,,,
,CA,22,,,   ,Total Party Votes:,LBT,452,,,,,,,,,
,CA,22,,,   ,Total District Votes:,,"101,139",,,,"164,285",,,,,
H8CA22089,CA,23,Lois,Capps,"Capps, Lois",,D,"43,324",100.00%,,,"95,752",59.03%,,,(I),
,CA,23,,,   ,Total Party Votes:,D,"43,324",,,,,,,,,
H2CA23080,CA,23,Beth,Rogers,"Rogers, Beth",,R,"25,512",62.36%,,,"62,604",38.59%,,,,
H2CA22116,CA,23,Donald E.,Regan,"Regan, Donald E.",,R,"15,396",37.63%,,,,,,,,
,CA,23,Vincent,Gillespie,"Gillespie, Vincent",,W(R),2,0.00%,,,,,,,,
,CA,23,,,   ,Total Party Votes:,R,"40,910",,,,,,,,,
H2CA23098,CA,23,James E.,Hill,"Hill, James E.",,LBT,409,100.00%,,,"3,866",2.38%,,,,
,CA,23,,,   ,Total Party Votes:,LBT,409,,,,,,,,,
,CA,23,,,   ,Total District Votes:,,"84,643",,,,"162,222",,,,,
H6CA21028,CA,24,Elton,Gallegly,"Gallegly, Elton",,R,"62,239",100.00%,,,"120,585",65.18%,,,(I),
,CA,24,,,   ,Total Party Votes:,R,"62,239",,,,,,,,,
H2CA24120,CA,24,Fern,Rudin,"Rudin, Fern",,D,"32,695",100.00%,,,"58,755",31.76%,,,,
,CA,24,,,   ,Total Party Votes:,D,"32,695",,,,,,,,,
H2CA24138,CA,24,Gary,Harber,"Harber, Gary",,LBT,508,100.00%,,,"5,666",3.06%,,,,
,CA,24,,,   ,Total Party Votes:,LBT,508,,,,,,,,,
,CA,24,,,   ,Total District Votes:,,"95,442",,,,"185,006",,,,,
H2CA25036,CA,25,"Howard P. "Buck"""oward",McKeon,"McKeon, Howard P. "Buck"""cKeon",,R,"37,000",84.46%,,,"80,775",64.97%,,,(I),
H2CA25119,CA,25,"James O. "Jim"""ames",Aldrich,"Aldrich, James O. "Jim"""ldri",,R,"6,810",15.54%,,,,,,,,
,CA,25,,,   ,Total Party Votes:,R,"43,810",,,,,,,,,
H6CA40234,CA,25,Bob,Conaway,"Conaway, Bob",,D,"21,264",100.00%,,,"38,674",31.10%,,,,
,CA,25,,,   ,Total Party Votes:,D,"21,264",,,,,,,,,
H2CA25127,CA,25,Frank M.,"Consolo, Jr.","Consolo, Frank M., Jr.",,LBT,312,100.00%,,,"4,887",3.93%,,,,
,CA,25,,,   ,Total Party Votes:,LBT,312,,,,,,,,,
,CA,25,,,   ,Total District Votes:,,"65,386",,,,"124,336",,,,,
H8CA35032,CA,26,David,Dreier,"Dreier, David",,R,"53,123",100.00%,,,"95,360",63.77%,,,(I),
,CA,26,,,   ,Total Party Votes:,R,"53,123",,,,,,,,,
H6CA41166,CA,26,Marjorie Musser,Mikels,"Mikels, Marjorie Musser",,D,"25,671",100.00%,,,"50,081",33.49%,,,,
,CA,26,,,   ,Total Party Votes:,D,"25,671",,,,,,,,,
H0CA28083,CA,26,Randall,Weissbuch,"Weissbuch, Randall",,LBT,333,100.00%,,,"4,089",2.73%,,,,
,CA,26,,,   ,Total Party Votes:,LBT,333,,,,,,,,,
,CA,26,,,   ,Total District Votes:,,"79,127",,,,"149,530",,,,,
H6CA24113,CA,27,Brad,Sherman,"Sherman, Brad",,D,"33,718",100.00%,,,"79,815",61.96%,,,(I),
,CA,27,,,   ,Total Party Votes:,D,"33,718",,,,,,,,,
H2CA27180,CA,27,Robert M.,Levy,"Levy, Robert M.",,R,"25,011",100.00%,,,"48,996",38.04%,,,,
,CA,27,,,   ,Total Party Votes:,R,"25,011",,,,,,,,,
,CA,27,,,   ,Total District Votes:,,"58,729",,,,"128,811",,,,,
H2CA26026,CA,28,Howard L.,Berman,"Berman, Howard L.",,D,"34,864",100.00%,,,"73,771",71.40%,,,(I),
,CA,28,,,   ,Total Party Votes:,D,"34,864",,,,,,,,,
H2CA28097,CA,28,David R.,"Hernandez, Jr.","Hernandez, David R., Jr.",,R,"12,753",100.00%,,,"23,926",23.16%,,,,
,CA,28,,,   ,Total Party Votes:,R,"12,753",,,,,,,,,
H2CA28105,CA,28,Kelley L.,Ross,"Ross, Kelley L.",,LBT,212,100.00%,,,"5,629",5.45%,,,,
,CA,28,,,   ,Total Party Votes:,LBT,212,,,,,,,,,
,CA,28,,,   ,Total District Votes:,,"47,829",,,,"103,326",,,,,
H0CA27085,CA,29,Adam B.,Schiff,"Schiff, Adam B.",,D,"29,852",100.00%,,,"76,036",62.56%,,,(I),
,CA,29,,,   ,Total Party Votes:,D,"29,852",,,,,,,,,
H2CA29087,CA,29,Jim,Scileppi,"Scileppi, Jim",,R,"26,978",100.00%,,,"40,616",33.42%,,,,
,CA,29,,,   ,Total Party Votes:,R,"26,978", ,,,,,,,,
H6CA25086,CA,29,Ted,Brown,"Brown, Ted",,LBT,255,100.00%,,,"4,889",4.02%,,,,
,CA,29,,,   ,Total Party Votes:,LBT,255,,,,,,,,,
,CA,29,,,   ,Total District Votes:,,"57,085",,,,"121,541",,,,,
H6CA24048,CA,30,Henry A.,Waxman,"Waxman, Henry A.",,D,"52,785",89.57%,,,"130,604",70.37%,,,(I),
H2CA30218,CA,30,Kevin,Feldman,"Feldman, Kevin",,D,"6,146",10.43%,,,,,,,,
,CA,30,,,   ,Total Party Votes:,D,"58,931",,,,,,,,,
H0CA30055,CA,30,Tony D.,Goss,"Goss, Tony D.",,R,"29,520",100.00%,,,"54,989",29.63%,,,,
,CA,30,,,   ,Total Party Votes:,R,"29,520",,,,,,,,,
,CA,30,,,   ,Total District Votes:,,"88,451",,,,"185,593",,,,,
H2CA30143,CA,31,Xavier ,Becerra,"Becerra, Xavier ",,D,"24,231",100.00%,,,"54,569",81.15%,,,(I),
,CA,31,,,   ,Total Party Votes:,D,"24,231",,,,,,,,,
H2CA31083,CA,31,Luis,Vega,"Vega, Luis",,R,"4,302",64.89%,,,"12,674",18.85%,,,,
H2CA31075,CA,31,Dino G.,Pantazis,"Pantazis, Dino G.",,R,"2,328",35.11%,,,,,,,,
,CA,31,,,   ,Total Party Votes:,R,"6,630",,,,,,,,,
,CA,31,,,   ,Total District Votes:,,"30,861",,,,"67,243",,,,,
H0CA31087,CA,32,Hilda L.,Solis,"Solis, Hilda L.",,D,"24,811",100.00%,,,"58,530",68.79%,,,(I),
,CA,32,,,   ,Total Party Votes:,D,"24,811",,,,,,,,,
H2CA32198,CA,32,Emma E.,Fischbeck,"Fischbeck, Emma E.",,R,"13,018",100.00%,,,"23,366",27.46%,,,,
,CA,32,,,   ,Total Party Votes:,R,"13,018",,,,,,,,,
H0CA31095,CA,32,Michael (Mick),McGuire,"McGuire, Michael (Mick)",,LBT,96,100.00%,,,"3,183",3.74%,,,,
,CA,32,,,   ,Total Party Votes:,LBT,96,,,,,,,,,
,CA,32,,,   ,Total District Votes:,,"37,925",,,,"85,079",,,,,
H2CA32099,CA,33,Diane E.,Watson,"Watson, Diane E.",,D,"49,291",100.00%,,,"97,779",82.55%,,,(I),
,CA,33,,,   ,Total Party Votes:,D,"49,291",,,,,,,,,
H2CA33105,CA,33,Andrew,Kim,"Kim, Andrew",,R,"7,911",100.00%,,,"16,699",14.10%,,,,
,CA,33,,,   ,Total Party Votes:,R,"7,911",,,,,,,,,
H2CA33113,CA,33,Charles ,Tate,"Tate, Charles ",,LBT,193,100.00%,,,"3,971",3.35%,,,,
,CA,33,,,   ,Total Party Votes:,LBT,193,,,,,,,,,
,CA,33,,,   ,Total District Votes:,,"57,395",,,,"118,449",,,,,
H2CA33048,CA,34,Lucille,Roybal-Allard,"Roybal-Allard, Lucille",,D,"24,563",100.00%,,,"48,734",74.04%,,,(I),
,CA,34,,,   ,Total Party Votes:,D,"24,563",,,,,,,,,
H8CA33235,CA,34,Wayne,Miller,"Miller, Wayne",,R,"8,727",100.00%,,,"17,090",25.96%,,,,
,CA,34,,,   ,Total Party Votes:,R,"8,727",,,,,,,,,
,CA,34,,,   ,Total District Votes:,,"33,290",,,,"65,824",,,,,
H4CA23011,CA,35,Maxine,Waters,"Waters, Maxine",,D,"36,351",100.00%,,,"72,401",77.51%,,,(I),
,CA,35,,,   ,Total Party Votes:,D,"36,351",,,,,,,,,
H2CA35092,CA,35,Ross,Moen,"Moen, Ross",,R,"5,546",68.47%,,,"18,094",19.37%,,,,
H4CA32087,CA,35,Michael Anthony,Cyrus,"Cyrus, Michael Anthony",,R,"2,554",31.53%,,,,,,,,
,CA,35,,,   ,Total Party Votes:,R,"8,100",,,,,,,,,
H6CA35093,CA,35,Gordon Michael,Mego,"Mego, Gordon Michael",,AIP,156,100.00%,,,"2,912",3.12%,,,,
,CA,35,,,   ,Total Party Votes:,AIP,156,,,,,,,,,
,CA,35,,,   ,Total District Votes:,,"44,607",,,,"93,407",,,,,
H2CA27107,CA,36,Jane,Harman,"Harman, Jane",,D,"35,638",100.00%,,,"88,198",61.35%,,,(I),
,CA,36,,,   ,Total Party Votes:,D,"35,638",,,,,,,,,
H2CA36223,CA,36,Stuart,Johnson,"Johnson, Stuart",,R,"17,511",57.29%,,,"50,328",35.01%,,,,
H2CA36215,CA,36,Gloria,Davis,"Davis, Gloria",,R,"13,056",42.71%,,,,,,,,
,CA,36,,,   ,Total Party Votes:,R,"30,567",,,,,,,,,
H2CA36231,CA,36,Mark,McSpadden,"McSpadden, Mark",,LBT,415,100.00%,,,"5,225",3.63%,,,,
,CA,36,,,   ,Total Party Votes:,LBT,415,,,,,,,,,
,CA,36,,,   ,Total District Votes:,,"66,620",,,,"143,751",,,,,
H6CA37222,CA,37,Juanita,Millender-McDonald,"Millender-McDonald, Juanita",,D,"25,302",77.68%,,,"63,445",72.92%,,,(I),
H2CA38062,CA,37,Peter,Mathews,"Mathews, Peter",,D,"7,269",22.32%,,,,,,,,
,CA,37,,,   ,Total Party Votes:,D,"32,571",,,,,,,,,
H2CA37247,CA,37,Oscar A.,Velasco,"Velasco, Oscar A.",,R,"9,609",100.00%,,,"20,154",23.16%,,,,
,CA,37,,,   ,Total Party Votes:,R,"9,609",,,,,,,,,
H2CA37254,CA,37,Herb,Peters,"Peters, Herb",,LBT,166,100.00%,,,"3,413",3.92%,,,,
,CA,37,,,   ,Total Party Votes:,LBT,166,,,,,,,,,
,CA,37,,,   ,Total District Votes:,,"42,346",,,,"87,012",,,,,
H8CA34068,CA,38,Grace F.,Napolitano,"Napolitano, Grace F.",,D,"21,815",64.98%,,,"62,600",71.11%,,,(I),
H2CA38195,CA,38,Gregory,Salcido,"Salcido, Gregory",,D,"11,755",35.02%,,,,,,,,
,CA,38,,,   ,Total Party Votes:,D,"33,570",,,,,,,,,
H2CA38203,CA,38,Alex A.,Burrola,"Burrola, Alex A.",,R,"11,761",100.00%,,,"23,126",26.27%,,,,
,CA,38,,,   ,Total Party Votes:,R,"11,761",,,,,,,,,
H2CA38211,CA,38,Al,Cuperus,"Cuperus, Al",,LBT,92,100.00%,,,"2,301",2.61%,,,,
,CA,38,,,   ,Total Party Votes:,LBT,92,,,,,,,,,
,CA,38,,,   ,Total District Votes:,,"45,423",,,,"88,027",,,,,
H2CA39078,CA,39,Linda T.,Sanchez,"Sanchez, Linda T.",,D,"10,804",33.47%,,,"52,256",54.81%,,,,
H2CA39086,CA,39,Hector,De La Torre,"De La Torre, Hector",,D,"9,450",29.27%,,,,,,,,
H2CA38161,CA,39,Sally M.,Havice,"Havice, Sally M.",,D,"6,223",19.28%,,,,,,,,
H2CA39110,CA,39,Helen M.,Rahder,"Rahder, Helen M.",,D,"2,698",8.36%,,,,,,,,
H0CA38090,CA,39,Ken,Graham,"Graham, Ken",,D,"1,879",5.82%,,,,,,,,
H8CA39109,CA,39,Cecy R.,Groom,"Groom, Cecy R.",,D,"1,230",3.81%,,,,,,,,
,CA,39,,,   ,Total Party Votes:,D,"32,284",,,,,,,,,
H2CA39102,CA,39,Tim,Escobar,"Escobar, Tim",,R,"12,894",70.41%,,,"38,925",40.82%,,,,
H2CA46073,CA,39,Richard B.,Owens,"Owens, Richard B.",,R,"5,418",29.59%,,,,,,,,
,CA,39,,,   ,Total Party Votes:,R,"18,312",,,,,,,,,
H2CA39128,CA,39,Richard G.,Newhouse,"Newhouse, Richard G.",,LBT,154,100.00%,,,"4,165",4.37%,,,,
,CA,39,,,   ,Total Party Votes:,LBT,154,,,,,,,,,
,CA,39,,,   ,Total District Votes:,,"50,750",,,,"95,346",,,,,
H6CA39020,CA,40,Ed,Royce,"Royce, Ed",,R,"54,439",100.00%,,,"92,422",67.64%,,,(I),
,CA,40,,,   ,Total Party Votes:,R,"54,439",,,,,,,,,
H8CA47011,CA,40,Christina,Avalos,"Avalos, Christina",,D,"27,049",100.00%,,,"40,265",29.47%,,,,
,CA,40,,,   ,Total Party Votes:,D,"27,049",,,,,,,,,
H2CA40068,CA,40,Charles R. (Chuck),McGlawn,"McGlawn, Charles R. (Chuck)",,LBT,464,100.00%,,,"3,955",2.89%,,,,
,CA,40,,,   ,Total Party Votes:,LBT,464,,,,,,,,,
,CA,40,,,   ,Total District Votes:,,"81,952",,,,"136,642",,,,,
